Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELEFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
800149695|CRUZ VERDE|66|11001_66|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Chicó|Carrera 15 # 95 - 84|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 am a 6:00 pm S  7:00 am a 1:00 pm|SI|SI|SI|SI|NO|SI|PBS|SI|NO|SI||468134|-740491|16
800149695|CRUZ VERDE|67|11001_67|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Belmira|Calle 140 # 7 B - 23 Local 102|PUNTO FÍSICO|NO APLICA|18000910545|L a S  07:00 am - 07:00 pm|SI|SI|NO|NO|NO|SI|PBS|SI|NO|SI||471667|-740306|10
800149695|CRUZ VERDE|68|11001_68|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Pontevedra|Calle 116 # 71B - 04|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 am a 6:00 pm S  7:00 am a 1:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||469968|-740793|17
800149695|CRUZ VERDE|69|11001_69|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Cae|Autopista Norte # 108A - 50|PUNTO FÍSICO|NO APLICA|18000910545|L a V  07:00 am - 07:00 pm S 07:00 am - 01:00 pm |SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||469612|-740553|5
800149695|CRUZ VERDE|70|11001_70|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Salitre|Calle 23B # 66 - 46  Edificio De Consultorios Clínica Colombia|PUNTO FÍSICO|NO APLICA|18000910545|L a V  07:00 am - 07:00 pm S 07:00 am - 01:00 pm |SI|SI|SI|NO|NO|SI|PBS|SI|NO|SI||46485|-741066|31
800149695|CRUZ VERDE|71|11001_71|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Zona In|Calle 13 # 65 - 21  Centro Comercial Zona In|PUNTO FÍSICO|NO APLICA|18000910545|L  a V 6:00 am a 6:00 pm S  6:00 am a 4:00 pm|SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||46341|-741162|27
800149695|CRUZ VERDE|72|11001_72|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Suba|Carrera 91 # 139 - 34 Local 3  Centro Comercial Suba 91|PUNTO FÍSICO|NO APLICA|18000910545|L  a V  06:00 am - 07:00 pm S  06:00 am - 06:00 pm |SI|SI|SI|NO|NO|SI|PBS|SI|NO|NO||473719|-740845|18
800149695|CRUZ VERDE|73|11001_73|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Santa Bárbara|Autopista Norte # 123 - 14|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 am a 6:00 pm|SI|SI|SI|NO|NO|SI|PBS|SI|NO|NO||470435|-740537|10
800149695|CRUZ VERDE|74|11001_74|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Palermo|Carrera 22 # 45 C - 44|PUNTO FÍSICO|NO APLICA|18000910545|L a S 7:00 am a 6:00 pm|SI|SI|NO|NO|NO|SI|PBS|SI|NO|SI||463607|-740733|7
800149695|CRUZ VERDE|75|11001_75|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Cedro Bolívar|Avenida 19 # 151 - 75|PUNTO FÍSICO|NO APLICA|18000910545|L  a V  08:00 am - 08:00 pm   S  08:00 am - 08:00 pm Horario Domingo 09:00 am - 06:00 pm Horario Festivos 09:00 am - 06:00 pm|SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||473375|-740447|6
800149695|CRUZ VERDE|76|11001_76|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Tunal|Calle 47 B Sur # 24B – 33  Entrada 8 Piso 2  Centro Comercial Ciudad Tunal|PUNTO FÍSICO|NO APLICA|18000910545|L  a S  7:00 am a 6:00 pm|SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||457758|-741301|8
800149695|CRUZ VERDE|77|11001_77|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 106|Autopista Norte # 106 - 74|PUNTO FÍSICO|NO APLICA|18000910545|L  a S 7:00 am a 6:00 pm|SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||469436|-740552|12
800149695|CRUZ VERDE|78|11001_78|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Quinta Paredes|Carrera 46 # 22 B - 20|PUNTO FÍSICO|NO APLICA|18000910545|L  a S 07:00 am - 06:00 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||4635|-740959|6
800149695|CRUZ VERDE|79|11001_79|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 127|Avenida Calle 127 # 21 - 60  Local 101|PUNTO FÍSICO|NO APLICA|18000910545|L a V 24 Horas |SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||470677|-740511|9
800149695|CRUZ VERDE|80|11001_80|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Plaza De Las AmEricas|Carrera 71D # 6 – 94 Sur  Local 1922  Centro Comercial Plaza De Las AmEricas|PUNTO FÍSICO|NO APLICA|18000910545|L  a  S 6:00 am a 6:00 pm|SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||4.62|-741349|8
800149695|CRUZ VERDE|81|11001_81|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 72|Calle 71 A # 5 - 90|PUNTO FÍSICO|NO APLICA|18000910545|L  a V  7:00 am a 6:00 pm S  7:00 am a 5:00 pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||465421|-740566|5
800149695|CRUZ VERDE|82|11001_82|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 97|Calle 97 # 23 – 60  Local 5  Edificio Proksol|PUNTO FÍSICO|NO APLICA|18000910545|L  a V  07:00 am - 08:00 pm  S  08:00 am - 06:00 pm |SI|SI|SI|NO|NO|SI|PBS|SI|NO|SI||46852|-740568|4
800149695|CRUZ VERDE|83|11001_83|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 54|Carrera 13 # 54 – 84 / 86|PUNTO FÍSICO|NO APLICA|18000910545|L a V  07:00 am - 07:00 pm  S  08:00 am - 06:00 pm |SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||464196|-740646|13
800149695|CRUZ VERDE|84|11001_84|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Centro Internacional|Carrera 13 # 26 –71  Centro Internacional  Locales 103 Y 104|PUNTO FÍSICO|NO APLICA|18000910545|L a Viernes 07:00 am - 07:00 pm  S  08:00 am - 05:00 pm |SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||46136|-740704|8
800149695|CRUZ VERDE|85|11001_85|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde UsaquEn|Carrera 7 # 120 A - 49|PUNTO FÍSICO|NO APLICA|18000910545|L a  V 7:00 pm a 6:00 pm S  7:00 am a 5:00 pm. Domingos y festivos 9:00 am a 1:00 pm|SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||46979|-740311|9
800149695|CRUZ VERDE|86|11001_86|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Toberín|Calle 166 # 20 - 18|PUNTO FÍSICO|NO APLICA|18000910545|L a V  6:00 am a 6:00 pm Sabado 7:00 am a 1:00 pm|SI|SI|SI|NO|NO|SI|PBS|SI|NO|SI||474668|-740439|16
800149695|CRUZ VERDE|87|11001_87|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Avenida Las Villas|Carrera 58 # 137B - 12|PUNTO FÍSICO|NO APLICA|18000910545|L a V  8:00 am a 6:00 pm  S 9:00 am a 5:00 pm|SI|SI|SI|NO|NO|SI|PBS|SI|NO|NO||47277|-740643|8
800149695|CRUZ VERDE|88|11001_88|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Puente Aranda|Calle 14 # 62 - 18|PUNTO FÍSICO|NO APLICA|18000910545|L a V 24 Horas |SI|SI|SI|NO|NO|SI|PBS|NO|NO|NO||463409|-741123|14
800149695|CRUZ VERDE|89|11001_89|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Restrepo|Carrera 18 # 16 - 46 / 56 Sur|PUNTO FÍSICO|NO APLICA|18000910545|L a  V  06:00 am - 07:00 pm  S  06:00 am - 04:00 pm |SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||458583|-741002|11
800149695|CRUZ VERDE|90|11001_90|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Kennedy Central|Calle 40 Sur # 73 D - 41|PUNTO FÍSICO|NO APLICA|18000910545|L a V 06:00 am - 07:00 pm  S 06:00 am - 07:00 pm  D 09:00 am - 05:00 pm |SI|SI|SI|NO|NO|SI|PBS|NO|NO|NO||461776|-74153|15
800149695|CRUZ VERDE|91|11001_91|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Restrepo Carrera 17|Carrera 17 # 17 - 31 Sur|PUNTO FÍSICO|NO APLICA|18000910545|L  a V 07:00 am - 07:00 pm  S 07:00 am - 05:00 pm |SI|SI|SI|SI|NO|SI|PBS|SI|SI|SI||458469|-741005|11
800149695|CRUZ VERDE|92|11001_92|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Uap 104|Carrera 19 # 104 - 37  Local 2|PUNTO FÍSICO|NO APLICA|18000910545|L a V  7:00 am a 6:00 pm S  8:00 am a 5:00 pm|SI|SI|NO|NO|NO|SI|PBS|NO|NO|SI||469079|-740514|4
800149695|CRUZ VERDE|93|11001_93|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Parque Fontibón|Carrera 99 # 18 A 16|PUNTO FÍSICO|NO APLICA|18000910545|L  a S 7:00 am a 6:00 pm|SI|SI|NO|NO|NO|SI|PBS|SI|NO|NO||467367|-741434|11
800149695|CRUZ VERDE|94|11001_94|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Country Urgencias|Calle 83 #16 A 10|PUNTO FÍSICO|NO APLICA|18000910545|L a V 24 Horas |SI|NO|NO|NO|NO|SI|PBS|NO|SI|SI||707078|-731073|12
800149695|CRUZ VERDE|95|11001_95|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde AcomEdica|Calle 127 # 19 A 28 Auditorio 1|PUNTO FÍSICO|NO APLICA|18000910545|L  a S   06:00 am - 07:00 pm |SI|SI|NO|NO|NO|SI|PBS|SI|NO|SI||470614|-740498|11
800149695|CRUZ VERDE|96|11001_96|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Carrera 15|Carrera 15 # 82 - 68|PUNTO FÍSICO|NO APLICA|18000910545|L a V 24 Horas |SI|SI|SI|NO|NO|SI|PBS|SI|SI|SI||466837|-740558|5
800149695|CRUZ VERDE|97|11001_97|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Carrera 90|Carrera 90 A # 76 A 74|PUNTO FÍSICO|NO APLICA|18000910545|L a V  6:00 am a 6:00 pm S  6:00 am a 6:00 pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|SI||470445|-741054|22
800149695|CRUZ VERDE|98|11001_98|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 114|Autopista Norte # 114 - 44 Local 8|PUNTO FÍSICO|NO APLICA|18000910545|L  a  V 07:00 am - 06:00 pm  S 08:00 am - 04:00 pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|SI||469818|-740547|12
800149695|CRUZ VERDE|99|11001_99|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Calle 40|Carrera 13 No. 40B - 74 Lc 3|PUNTO FÍSICO|NO APLICA|18000910545|L a V  7:00 am a 6:00 pm  S  7:00 am a 4:00 pm|SI|SI|NO|NO|NO|SI|PBS|SI|NO|SI||462843|-740667|19
800149695|CRUZ VERDE|100|11001_100|CUNDINAMARCA|BOGOTÁ|PROPIA|11001|Cruz Verde Quiroga|Calle 32 Sur No. 22 -15|PUNTO FÍSICO|NO APLICA|18000910545|L  a V  07:00 am - 09:00 pm  S  07:00 am - 09:00 pm |NO|NO|NO|NO|NO|SI|PBS|NO|NO|SI||520225|-747383|2
900994906|HUMSALUD|101|27099_101|CHOCÓ|BOJAYA|ALIADA|27099|DROGUERIA MACKLEY|CABECERA MUNICIPAL BELLAVISTA / BARRIO PUEBLO NUEVO|PUNTO FÍSICO|NO APLICA|6046713652|L V 7:00am 5:00pm S 7:00am 1:00pm|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
828002423|DISCOLMETS|103|15104_103|BOYACÁ|BOYACÁ|DOMICILIO|15104|DOMICILIO|DOMICILIO|DOMICILIO|3173720473|3173720473|NO APLICA|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
800149695|CRUZ VERDE|105|68001_105|SANTANDER|BUCARAMANGA|PROPIA|68001|Cruz Verde Calle 56|Calle 56 # 32 - 67  Cabecera|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 7:00pm S 7:00am 2:00pm|SI|SI|SI|SI|NO|SI|PBS|SI|NO|NO|Para Eps Sanitas se presta el servicio de entrega de MCE manera habitual hasta nueva orden.|71.097|-731104|9
800149695|CRUZ VERDE|106|68001_106|SANTANDER|BUCARAMANGA|PROPIA|68001|Cruz Verde Cabecera|Carrera 33 # 56 - 04|PUNTO FÍSICO|NO APLICA|18000910545|24 HORAS|SI|SI|NO|NO|NO|SI|PBS|SI|SI|SI|Se Traslada Dispensación de MCE a Cv Calle 56|710961|-731099|2
800149695|CRUZ VERDE|107|68001_107|SANTANDER|BUCARAMANGA|PROPIA|68001|Cruz Verde Parque Turbay|Cra 28 # 48-60 Barrio Sotomayor|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 7:00pm S 7:00am 2:00pm|SI|SI|NO|NO|NO|SI|PBS|NO|NO|NO||711589|-731136|5
800149695|CRUZ VERDE|108|68001_108|SANTANDER|BUCARAMANGA|PROPIA|68001|Cruz Verde Carrera 33|Carrera 33 # 41 - 45|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 7:00pm S 7:00am 2:00pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||712147|-731117|8
800149695|CRUZ VERDE|109|68001_109|SANTANDER|BUCARAMANGA|PROPIA|68001|Cruz Verde Cabecera Del Llano|Carrera 33 # 46 - 61|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 7:00pm S 7:00am 2:00pm|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO|Para Eps Sanitas se presta el servicio de Administración Supervisada hasta nueva orden|711757|-731109|19
800149695|CRUZ VERDE|110|68001_110|SANTANDER|BUCARAMANGA|PROPIA|68001|Cruz Verde Hospital Bucaramanga|Cra 33 # 30 A-49|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 06:00pm S 08:00am 06:00pm|NO|NO|SI|SI|NO|SI|PBS|NO|NO|NO|Para Eps Sanitas: Dispensa únicamente rEgimen subsidiado|6.173302993689848|75.61007946294532|1
816001182|AUDIFARMA|110|68001_110|SANTANDER|BUCARAMANGA|PROPIA|68001|CAF CABECERA BUCARAMANGA|CARRERA 27 # 52- 55 SEDE CABECERA BUCARAMENTA|PUNTO FÍSICO|NO APLICA|3117474115|L a V 7:00am 9:00Pm S 7:00Am 1:00Pm|SI|SI|SI|NO|SI|NO|NO PBS|NO|NO|NO|A partir de la fecha la entrega de medicamentos. insumos y dispositivos mEdicos No incluidos en el plan de beneficios en Salud (NO PBS) en los municicpios Girón. Floridablanca. Piedecuesta y Bucaramanga Se centraliza la entrega en la sede CAF Cabecera Bucaramanga|SD|SD|
816001182|AUDIFARMA|110|68001_110|NORTE DE SANTANDER|CUCUTA|PROPIA|68001|CAF LOS CAOBOS|AV. 0 # 15-50 (CALLE 15 Y 16)|PUNTO FÍSICO|NO APLICA|SD|L a V 7:00am 9:00Pm S 7:00Am 1:00Pm|SI|SI|SI|NO|SI|NO|NO PBS|NO|NO|NO|A partir de la fecha la entrega de medicamentos. insumos y dispositivos mEdicos No incluidos en el plan de beneficios en Salud (NO PBS) en los municicpios Girón. Floridablanca. Piedecuesta y Bucaramanga Se centraliza la entrega en la sede CAF Cabecera Bucaramanga|SD|SD|
900249425|PHARMASAN|111|54109_111|NORTE DE SANTANDER|BUCARASICA|PROPIA|54109|PHARMASAN_BUCARASICA|CALLE 1 # 3 37 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|18000423739|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||8.079802239|-72.9291993|2
800149695|CRUZ VERDE|112|76109_112|VALLE DEL CAUCA|BUENAVENTURA|ALIADA|76109|Drogueria Bella Vista|Calle 5B #45-64|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 AM 7:00 PM S 8:00AM 7:00PM|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|113|52110_113|NARIÑO|BUESACO|PROPIA|52110|SF GENHOSPI_BUESACO|CARRERA 3 # 3 26 BARRIO EL SOCORRO|PUNTO FÍSICO|NO APLICA|3234040524|L J 8:00-1:00pm 2: pm - 5:00pm V 8:00 -1:00 pm 2:00 Pm -4:30 Pm S 8:00-12:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||13860164|771560545|1
900716566|INSUMEDIC|114|25120_114|CUNDINAMARCA|CABRERA|PROPIA|25120|DISPENSARIO INSUMEDIC|CARRERA 3 # 7 09 CABRERA|PUNTO FÍSICO|NO APLICA|3132753732|L V 9:00am 3:00pm. S 9:00am - 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||3° 58' 41''|-74.4858|1
800149695|CRUZ VERDE|116|76122_116|VALLE DEL CAUCA|CAICEDONIA|ALIADA|76122|MEDIVALLE CAICEDONIA|CALLE 3 #14 63 BARRIO LA NORMAL|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00AM 4:00PM|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|117|25126_117|CUNDINAMARCA|CAJICÁ|ALIADA|25126|ECONOMÍA 8018|CALLE 5 #  2 65|PUNTO FÍSICO|NO APLICA|18000910545|L a V  8:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||4.315079059451316 |72.0834224629533|2
816001182|AUDIFARMA|119|76001_119|VALLE DEL CAUCA|CALI|PROPIA|76001|CAF SAN MARINO|AVENIDA 2 BIS NORTE # 26-48 LC5|PUNTO FÍSICO|NO APLICA|3122975742|L V 6:30am  7:00pm S 6:00am 3:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||225745|757721|
800149695|CRUZ VERDE|120|76001_120|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Roosevelt|Calle 6 Nº. 43 - 54|PUNTO FÍSICO|NO APLICA|18000910545|L a  V  6:00 am a 6:00 pm  S  6:00 am a 1:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|SI|SI||341861|-765435|18
800149695|CRUZ VERDE|121|76001_121|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Ciudad Jardín|Calle 18 # 106 - 11|PUNTO FÍSICO|NO APLICA|18000910545|L a  V  07:00 am - 06:00 pm S 07:00 am - 06:00 pm  |SI|SI|SI|NO|NO|SI|PBS|NO|NO|SI||336239|-765317|6
800149695|CRUZ VERDE|122|76001_122|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Tequendama|Carrera 44 # 8 A 03|PUNTO FÍSICO|NO APLICA|18000910545|L a  V  07:00 am - 06:00 pm S 07:00 am - 06:00 pm  |SI|SI|SI|NO|NO|SI|PBS|NO|SI|SI||341697|-765405|18
800149695|CRUZ VERDE|123|76001_123|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Buenos Aires|Calle 5 N° 70-18|PUNTO FÍSICO|NO APLICA|18000910545|L a V  7:00 am a 6:00 pm S  7:00 am a 1:00 pm|SI|SI|NO|NO|NO|SI|PBS|NO|NO|SI||339395|-765465|7
800149695|CRUZ VERDE|124|76001_124|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Salomia|Carrera 1 # 47-20 Bodega 2 Local 103|PUNTO FÍSICO|NO APLICA|18000910545|L  a V 6:00 am a 6:00 pm  S 6:00 am a 2:00 pm|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO||3473|-765067|12
800149695|CRUZ VERDE|125|76001_125|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde AmEricas|Avenida 4 Norte N° 23-31  Barrio San Vicente|PUNTO FÍSICO|NO APLICA|18000910545|L a V 06:00 am - 07:00 pm  S 06:00 am - 01:00 pm |SI|SI|NO|SI|NO|SI|PBS|NO|NO|NO||346343|-765267|15
800149695|CRUZ VERDE|126|76001_126|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Imbanaco|Carrera 39 # 5 A - 104|PUNTO FÍSICO|NO APLICA|18000910545|L a  V  7:00 am a 6:00 pm S 7:00 am a 1:00 pm|SI|NO|NO|NO|NO|SI|PBS|SI|NO|SI||34235|-765452|2
800149695|CRUZ VERDE|127|76001_127|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Centro Profesionales|Calle 9 # 46 - 67 Local 108|PUNTO FÍSICO|NO APLICA|18000910545|L  a V 07:00 am - 07:00 pm  S 07:00 am - 07:00 pm |SI|NO|SI|NO|NO|SI|PBS|NO|SI|SI||46345|-741141|26
800149695|CRUZ VERDE|128|76001_128|VALLE DEL CAUCA|CALI|PROPIA|76001|Cruz Verde Cra 44|Calle 6 # 44-58|PUNTO FÍSICO|NO APLICA|18000910545|L a V  6:00 am a 6:00 pm S 6:00 am a 1:00 pm|SI|NO|NO|SI|NO|SI|PBS|NO|NO|NO||443017|-752077|18
828002423|DISCOLMETS|129|41132_129|HUILA|CAMPOALEGRE|PROPIA|41132|S.F CAMPOALEGRE|CRA 12# 19- 56 LOCAL 1|PUNTO FÍSICO|NO APLICA|3176583071|L a V 8:00 AM 5:00 PM S 8:00 AM 12:00 PM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|3
900249425|PHARMASAN|130|68147_130|SANTANDER|CAPITANEJO|PROPIA|68147|PHARMASAN_CAPITANEJO|CARRERA 4 # 5 33|PUNTO FÍSICO|NO APLICA|3125895223|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.520200095|72.674352|2
900249425|PHARMASAN|131|68152_131|SANTANDER|CARCASI|PROPIA|68152|PHARMASAN_CARCASI|CALLE 4 # 2 - 41/43|PUNTO FÍSICO|NO APLICA|3125895224|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.659675274|72.5696843|2
800149695|CRUZ VERDE|138|18150_138|CAQUETÁ|CARTAGENA DEL CHAIRÁ|ALIADA|18150|ALIADA_MEDISFARMA CARTAGENA DEL CHAIRA|CARRERA 3 # 4-39|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00AM 05:00P S 8:00AM 11:00AM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||6,50018E+11|7.2739E+11|
900979320|MEDISFARMA|139|76147_139|VALLE DEL CAUCA|CARTAGO|PROPIA|76147|DISPENSARIO_CARTAGO|CARRERA 3 # 12 – 97 barrio Centro|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L a V 7:30 a.m. 5:00 p.m S 8:00 a.m. 11:00 p.m|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|SI||SD|SD|
800149695|CRUZ VERDE|140|76147_140|VALLE DEL CAUCA|CARTAGO|PROPIA|76147|CRUZ VERDE LLANO CARTAGO|CARRERA 5 # 18 82|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 8:00pm S 7:00am 6:00 pm D F 8:00am 4:00pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|SI||5.545795175004538|73.45364951|
890985122|COHAN|141|5154_141|ANTIOQUIA|CAUCASIA|PROPIA|5154|SF_COHAN_CAUCASIA|CALLE 31 # 18 - 02 Barrio El Palmar|PUNTO FÍSICO|NO APLICA|3122081948|L a V 7:00 AM A 5:00 PM S 8:00AM 12:00PM|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||. 6.334431587067804|. -75.55611291981624|6
900249425|PHARMASAN|142|68162_142|SANTANDER|CERRITO|PROPIA|68162|PHARMASAN_CERRITO|CARRERA 4 # 2 57|PUNTO FÍSICO|NO APLICA|3125894877|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||6.903923173|-72.6453632|2
800149695|CRUZ VERDE|144|73168_144|TOLIMA|CHAPARRAL|ALIADA|73168|COPIFAM CHAPARRAL|CARRERA 9 # 8 05 CENTRO|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00AM 6:00PM S 8:00AM 6:00PM D F 8:00AM 6:00PM|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||467618|756563|
816001182|AUDIFARMA|145|25175_145|CUNDINAMARCA|CHÍA|PROPIA|25175|CAF LOS SAUCES|DIAGONAL 13 # 1-82 ESTE|PUNTO FÍSICO|NO APLICA|18000112554|L a V 7:00AM 5:00PM S 7:00AM 3:00PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|SI||5,66908E+14|7.2993E+14|11
800149695|CRUZ VERDE|146|25175_146|CUNDINAMARCA|CHÍA|PROPIA|25175|CRUZ VERDE CHÍA|CARRERA 2 ESTE # 32 24|PUNTO FÍSICO|NO APLICA|18000910545|L a V 6:00am 6:00pm S 6:00am 2:00pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||1,61792E+11|7.56086E+11|
800149695|CRUZ VERDE|147|25175_147|CUNDINAMARCA|CHÍA|PROPIA|25175|CRUZ VERDE PRADILLA|AV. PRADILLA # 1 12 ESTE|PUNTO FÍSICO|NO APLICA|18000910545|L a V 6:00am 6:00pm S 6:00am 2:00pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||5.802776769671848|72.80485668|
