Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELEFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
900249425|PHARMASAN|148|68176_148|SANTANDER|CHIMA|ALIADA|68176|ESE SAN ROQUE DE CHIMA|CALLE 6 # 3 66|PUNTO FÍSICO|NO APLICA|3164497264|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||6.361627641|-73.4017214|1
900249425|PHARMASAN|150|54172_150|NORTE DE SANTANDER|CHINACOTA|PROPIA|54172|PHARMASAN_CHINACOTA|CALLE 10 # 3 43 LOCAL 1 BR. EL DIQUE CONJUNTO RESIDENCIAL MIO|PUNTO FÍSICO|NO APLICA|3232250505|L V 7:00am 5:00pm S 8:00am 12:00pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.583353136|72.583909|3
900249425|PHARMASAN|151|68179_151|SANTANDER|CHIPATA|ALIADA|68179|ALIADA_DROGUERIA EL ROSAL|CARRERA 6 # 2 51|PUNTO FÍSICO|NO APLICA|3112763007|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||6.067944658|-73.6323913|1
860007336|COLSUBSIDIO||15176|BOYACÁ|CHIQUINQUIRA|PROPIA|15176|DROG_CALLE 14 CHIQUINQUIRA|Cl. 14# 9-72|PUNTO FÍSICO|APP/ PAGINA WEB|018000413624|L a V 7:00am - 7:00pm S 7:00am a 2:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|4
828002423|DISCOLMETS|153|15238|BOYACÁ|BUSBANZA|ALIADA|15114|CONV_BUSBANZA|CALLE 2 CON KR 3|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM - 12:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
828002423|DISCOLMETS|155|15516|BOYACÁ|CHIQUIZA|ALIADA|15232|CONV_CHIQUIZA|ESE CENTRO DE SALUD SAN PEDRO DE IGUAQUE|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00AM A 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|JORNADA CONTINUA|2.65|75633|1
828002423|DISCOLMETS|156|15759|BOYACÁ|CORRALES|PROPIA|15215|S.F CORRALES|CARRERA 4 # 3 - 07 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||193048|762164|1
828002423|DISCOLMETS|158|15001|BOYACÁ|COVARACHIA|ALIADA|15218|CONV_COVARACHIA|CALLE 1 #1-49 CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM S 9:00AM - 1:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,14588E+14|7.25709E+14|1
900249425|PHARMASAN|159|15001|SANTANDER|CIMITARRA|PROPIA|68190|PHARMASAN_CIMITARRA|CARRERA 6 # 3 124 LOCAL 2 EDIFICIO SÁNDALO|PUNTO FÍSICO|NO APLICA|3142781182|L - V 8 :00 am a 4:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||6.40972961|-74.1703043|4
828002423|DISCOLMETS|160|41206_160|HUILA|COLOMBIA|ALIADA|41206|CONV_COLOMBIA|CRA 3 # 7- 68. Consultorio 212 BARRIO LOS ALMENDROS|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,31917E+14|7.25615E+14|1
900249425|PHARMASAN|161|68207_161|SANTANDER|CONCEPCION|PROPIA|68207|PHARMASAN_CONCEPCION|CALLE 6 # 2 - 69 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|3125895206|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.76062337|72.6181573|2
900994906|HUMSALUD|162|27205_162|CHOCÓ|CONDOTO|PROPIA|27205|SF HUMSALUD CONDOTO|CRA 7# 12 22 BARRIO LA UNION|PUNTO FÍSICO|NO APLICA|6046713652|L S 8:00am 9:00 pm|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
900331412|GENHOSPI|163|52207_163|NARIÑO|CONSACA|ALIADA|52207|ALIADA_DROGUERIA LOS HEROES|CRA 3 # 8 39 SAN VICENTE|PUNTO FÍSICO|3206033210|3206033210|L a V 8:00 12am 2 pm 5:00pm S 8:00 12:00 Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||1208161419|7746886504|1
900331412|GENHOSPI|164|52210_164|NARIÑO|CONTADERO|ALIADA|52210|ALIADA_ MUNDOFAMRA CONTADERO|CARRERA 3 # 3 42 BARRIO CENTRO|PUNTO FÍSICO|3178568993|3178568993|L a S 8:00 am - 6:00 pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||907989241|7754651978|1
828002423|DISCOLMETS|166|15224_166|BOYACÁ|CUCAITA|ALIADA|15224|CONV_CUCAITA|ESE CENTRO DE SALUD SANTA LUCIA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,87633E+11|7.35734E+11|1
860007336|COLSUBSIDIO|167|25214_167|CUNDINAMARCA|COTA|PROPIA|25214|DROG_ALLEGRO_COTA|KILÓMETRO 6 VÍA SIBERIA COTA CC ALLEGRO LC. 6 Y 7|PUNTO FÍSICO|NO APLICA|018000413624|L a V 7:00am - 7:00pm S 7:00am a 2:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15226_168|BOYACÁ|CUÍTIVA|ALIADA|15226|CONV_CUITIVA|CALLE 4 # 4 - 14 ESQUINA CUITIVA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00AM -12:00PM 2:00PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||254362|758076|1
900057926|MEDICINA Y TECNOLOGIA EN SALUD MYT|169|81220_169|ARAUCA|CRAVO NORTE|PROPIA|81220|FARMACIA MYT SEDE CRAVO NORTE|CALLE 3A # 3 77 B CENTRO|PUNTO FÍSICO|NO APLICA|3204912893|L a V 7:00am 12:00am 2:00pm 6:00pm S 8:00Am 11:00Am|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||5.767815427435249|72.94077381|2
828002423|DISCOLMETS|168|15293_168|BOYACÁ|GACHANTIVA|ALIADA|15293|CONV_GACHANTIVA|CARRERA 5 # 5-44|PUNTO FÍSICO|316 8301242|316 8301242|L J 8:00 AM -12:00 PM Y 2:00 PM - 5:00PM D 7:00AM - 02:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|Viernes no hay servicio se descansa|SD|SD|1
828002423|DISCOLMETS|168|15296_168|BOYACÁ|GAMEZA|ALIADA|15296|CONV_GAMEZA|CALLE 4 # 4 - 10|PUNTO FÍSICO|NO APLICA|3186082819|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15572_168|BOYACÁ|PUERTO BOYACA|PROPIA|15572|S.F PTO BOYACA|CARRERA 2 # 11-30 CENTRO|PUNTO FÍSICO|NO APLICA|3175112634|L V 7:30 A 12:00 M 1:30 A 4:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|5
828002423|DISCOLMETS|168|15362_168|BOYACÁ|IZA|ALIADA|15362|CONV_IZA|CARRERA 5 # 5 - 73|PUNTO FÍSICO|NO APLICA|3175112634|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15368_168|BOYACÁ|JERICO|ALIADA|15368|CONV_JERICO|CARRERA 3 # 3-53|PUNTO FÍSICO|NO APLICA|316 8301242|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15403_168|BOYACÁ|LA UVITA|ALIADA|15403|CONV_LA UVITA|CALLE 7 # 7 - 18|PUNTO FÍSICO|NO APLICA|3152944291|L V 8:00 AM -01:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15377_168|BOYACÁ|LABRANZAGRANDE|ALIADA|15377|CONV_LABRANZAGRANDE|CARRERA 8 # 5-49 ESE LABRANZAGRANDE|PUNTO FÍSICO|NO APLICA|3174362920|L V 7:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15469_168|BOYACÁ|MONIQUIRA|PROPIA|15469|S.F MONIQUIRA|CRA 8A # 16 - 75|PUNTO FÍSICO|NO APLICA|3175112634|L V 7:00AM - 5:00PM S 8:00AM - 11:00AM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|2
828002423|DISCOLMETS|168|15507_168|BOYACÁ|OTANCHE|ALIADA|15507|CONV_OTANCHE|CARRERA 6# 4-50|PUNTO FÍSICO|NO APLICA|3176373287|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15533_168|BOYACÁ|PAYA|ALIADA|15533|CONV_PAYA|CALLE 6 # 3 - 10|PUNTO FÍSICO|NO APLICA|3174362920|L V 8:00AM -12:00PM 2:00PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15599_168|BOYACÁ|RAMIRIQUI|ALIADA|15599|CONV_RAMIRIQUI|CALLE 7 # 4 - 24 DROGAS EL DESCUENTO|PUNTO FÍSICO|NO APLICA|3176373287|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15638_168|BOYACÁ|SACHICA|ALIADA|15638|CONV_SACHICA|CARRERA 3 # 6-05|PUNTO FÍSICO|NO APLICA|3152944291|L V 8:00AM -12:00PM 2:00PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15664_168|BOYACÁ|SAN JOSE DE PARE|ALIADA|15664|CONV_SAN JOSE DE PARE|ESE CENTRO DE SALUD DE SAN JOSE DE PARE|PUNTO FÍSICO|NO APLICA|3164725119|L V 8:00AM -12:00PM 2:00PM - 5:00PM S 8:00AM- 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|168|15667_168|BOYACÁ|SAN LUIS DE GACENO|ALIADA|15667|CONV_SAN LUIS DE GACENO|CARRERA 3 # 5-72|PUNTO FÍSICO|NO APLICA|3164725119|L M 8:00 AM -12:00 PM 2:00 PM - 5:00PM J V 8:00AM - 03:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|171|15755_171|BOYACÁ|SOCOTA|ALIADA|15755|CONV_SOCOTA|CARRERA 3 # 2 -32|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00am 12:00pm 2:00pm 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||202484|759925|1
900249425|PHARMASAN|150|54172_54174|NORTE DE SANTANDER|CHITAGA|ALIADA|54174|PHARMASAN_CHITAGA|Calle 5 # 4 - 61 Barrio Amapola|PUNTO FÍSICO|NO APLICA|3117121925|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 m|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI|Festivos no hay servicio|7.1383705|-72.665965|2
900249425|PHARMASAN|172|54001_172|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN_CUCUTA SANTANDER|DIAGONAL SANTANDER # 8 - 54/56/58 PISO 1|PUNTO FÍSICO|https://solicitudes.pharmasan.net/|3125894824|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.88977|72.49696|25
900249425|PHARMASAN|173|54001_173|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN_CUCUTA _CAOBOS|AVENIDA 0 # 15-07|PUNTO FÍSICO|https://solicitudes.pharmasan.net/|3125894747|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 m|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.87972|72.496793|10
900249425|PHARMASAN|174|54001_174|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN_CUCUTA_QUINTA ORIENTAL|CALLE 6 # 9E - 119 QUINTA ORIENTAL|PUNTO FÍSICO|https://solicitudes.pharmasan.net/|3232250505|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.89495|72.49072|9
900249425|PHARMASAN|174|54001_174|NORTE DE SANTANDER|CUCUTA|PROPIA|54001|PHARMASAN_CHINACOTA|CALLE 10 # 3 - 43 LOCAL 1. BR. EL DIQUE CONJUNTO RESIDENCIAL MIO|PUNTO FÍSICO|NO APLICA|3232250505|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.583353136|-72.583909|3
900249425|PHARMASAN|174|54206_174|NORTE DE SANTANDER|CONVENCIÓN|ALIADA|54206|ALIADA_FARMACIA LA CONFIANZA|CARRERA 14 # 4 51 B. LA PRIMAVERA|PUNTO FÍSICO|NO APLICA|3147127522|L a V 8:00 am a 12:00 m 2:00 pm a 5:30 pm S 8:00 am a 11:00 am|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||8.470348|-73.338013|1
828002423|DISCOLMETS|175|15762_175|BOYACÁ|SORA|ALIADA|15762|CONV_SORA|ESE CENTRO DE SALUD SANTA BARBARA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||2.45|75767|1
860007336|COLSUBSIDIO||15238|BOYACÁ|DUITAMA|PROPIA|15238|DROG_PLAZA DE LOS LIBERTADORES. DUITAMA|CRA 16 # 14-42|PUNTO FÍSICO|APP/ PAGINA WEB|018000413624|L a V 7:00am - 7:00pm S 7:00am - 2:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|7
900249425|PHARMASAN|180|54239_180|NORTE DE SANTANDER|DURANIA|ALIADA|54239|ALIADA_INSERCOOP|AV 3 # 8-46 BARRIO LA ESPERANZA|PUNTO FÍSICO|NO APLICA|18000423739|L - M - J - V 7:00 am a 12:00 m - 2:00 pm a 5:00 pm S D 8:00 am a 12:00 Pm|SI|NO|NO|NO|SI|SI|PBS Y NO PBS|NO|NO|NO|Martes no hay servicio|7.7139176|-72.6597683|1
800149695|CRUZ VERDE|181|47245_181|MAGDALENA|EL BANCO|ALIADA|47245|ECONOMIA 21 D528 EL BANCO (CALLE NUEVA)|CALLE 7 NO 2A 50|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00 AM 5:00 PM S 8:00AM 05:00PM D F S 8:00 AM 05:00 PM|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||1,85297E+11|7.6049E+11|
900249425|PHARMASAN|182|68235_182|SANTANDER|EL CARMEN DE CHUCURI|PROPIA|68235|PHARMASAN_EL CARMEN DE CHUCURI|CARRERA 2 # 4 33 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|3142778572|L - V 8:00 am a 12:00 m - 1:00 pm a 4:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.664260002|73.5647529|2
800149695|CRUZ VERDE|185|18247_185|CAQUETÁ|EL DONCELLO|ALIADA|18247|MEDISFARMA El Doncello|CARRERA 5 # 2-37 Barrio Belalcazar|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00AM 05:00PM S 8:00AM 11:00AM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||431486|7208346|
800149695|CRUZ VERDE|186|18256_186|CAQUETÁ|EL PAUJIL|ALIADA|18256|MEDISFARMA El Paujil|CALLE 3 # 5-28 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00AM 12:00PM 1:00PM 5:00PM S 8:00AM 11:00AM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||408636|72953738|
900331412|GENHOSPI|187|52254_187|NARIÑO|EL PEÑOL|ALIADA|52254|ALIADA_CLINIDROGAS|CALLE CENTRAL|PUNTO FÍSICO|3148945637|3148945637|L a V 7:30 am - 12am - 2 pm - 6:00pm S 8-12 pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1466203932|7744034386|1
900331412|GENHOSPI|189|52258_189|NARIÑO|EL TABLON DE GOMEZ|ALIADA|52258|ALIADA_CENTRAL SAN LUIS|CRA 3 # 3A - 50 BARRIO CENTRAL|PUNTO FÍSICO|3124345218|3124345218|L a V 8:00 - 12am -2 pm - 6:00pm   S 8:00 -12 Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1426454|7709744639|1
900331412|GENHOSPI|189|52258_189|NARIÑO|EL TABLÓN DE GÓMEZ|ALIADA|52258|ALIADA_SUPERFARMA BOLAÑOS|BARRIO AVENIDA LOS ESTUDIANTES CALLE 6 1B-44|PUNTO FÍSICO|3116620895|3116620895|L a V 8:00 - 12am -2 pm - 6:00pm   S 8:00 -12 Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1426454|7709744639|1
900249425|PHARMASAN|190|54261_190|NORTE DE SANTANDER|EL ZULIA|PROPIA|54261|PHARMASA_ EL ZULIA|AVENIDA 1 # 7 - 11 BARRIO CENTRO|PUNTO FÍSICO|3103138121|3103138121|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||8.081200092|-72.6315212|6
828002423|DISCOLMETS|191|41244_191|HUILA|ELÍAS|ALIADA|41244|S.F ELIAS|DOMICILIO|DOMICILIO|3108704336|8715505 EXT 113|NO APLICA|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||||
900249425|PHARMASAN|192|68266_192|SANTANDER|ENCISO|PROPIA|68266|PHARMASAN_ENCISO|CARRERA 3 # 3 - 51 PISO 1 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|3125895393|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.6678518|-72.7015546|2
890985122|COHAN|193|5266_193|ANTIOQUIA|ENVIGADO|PROPIA|5266|SF COHAN_ENVIGADO_CENTRO|CARRERA 41 # 38 sur - 65 ZONA CENTRO|PUNTO FÍSICO|NO APLICA|3193586015|L a V 7:00 am 5:00 pm S 8:00 am 12:00 pm|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||. 6.169242894506594|. -75.58650417378139|6
800149695|CRUZ VERDE|194|05266_194|ANTIOQUIA|ENVIGADO|ALIADA|5266|DROPOPULAR S.A BOTICA JUNIN ENVIGADO 2|CARRERA 42 # 36 SUR 49 DROGUERIA|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 am 5:00 pm S 8:00 am 12:00 pm|SI|NO|SI|NO|NO|SI|PBS|NO|SI|SI||6.16048733081265|75.5943094629454|1
816001182|AUDIFARMA|197|73268_197|TOLIMA|ESPINAL|PROPIA|73268|CAF ESPINAL|CALLE 10 # 8 81/83|PUNTO FÍSICO|NO APLICA|18000112554|L a V 7:00 AM 7:00PM S 7:00AM2:00PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|6
800149695|CRUZ VERDE|198|73268_198|TOLIMA|ESPINAL|ALIADA|73268|COPIFAM ESPINAL|CRA 4 #7 87|PUNTO FÍSICO|NO APLICA|18000910545|L a S 8:00 AM 12:30 DE 2:00 A 6:00 PM D Y FS 8:00 AM 12:30 DE 2:00 A 6:00 PM|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||6,40168E+11|7.25553E+11|
816001182|AUDIFARMA|199|25269_199|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CAF SANTA RITA|CALLE 4 # 3 81|PUNTO FÍSICO|NO APLICA|18000112554|L a V 6:30AM 7:00PM S 7:00AM 1:00PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||211028|747686|5
800149695|CRUZ VERDE|200|25269_200|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CRUZ VERDE FACATATIVÁ|CARRERA 2 # 7 146|PUNTO FÍSICO|NO APLICA|18000910545|L a S 8:00 am 7:00 pm D F 9:00am 6:00pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||293736|755868|
800149695|CRUZ VERDE|201|25269_201|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CRUZ VERDE CRA 5 FACATATIVÁ|CARRERA 5 # 11 18|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00 am 5:00 pm S 8:00am 01:00pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||6,05075E+14|7.34889E+14|
800149695|CRUZ VERDE|202|25269_202|CUNDINAMARCA|FACATATIVÁ|PROPIA|25269|CRUZ VERDE IBERIA FACA|CARRERA 2 # 7 03|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00am 5:00pm S 7:00 am 1:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||6,09339E+13|7.27125E+14|
828002423|DISCOLMETS|204|15763_204|BOYACÁ|SOTAQUIRA|ALIADA|15763|CONV. SOTAQUIRA|CALLE 6 # 7-23|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM 12:00 PM Y 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||6,33235E+14|7.2684E+14|1
828002423|DISCOLMETS|205|18029_205|CAQUETÁ|ALBANIA|ALIADA|18029|CONV_ALBANIA|CALLE 5 # 5-57 CENTRO|PUNTO FÍSICO|NO APLICA|3102523477|L V 08:00 am 12:00pm - 2:00pm a 6:00 pm|SI|NO|SI|SI|SI|NO|NO PBS|SI|NO|SI||6,0422E+14|7.26372E+14|1
800149695|CRUZ VERDE|206|18001_206|CAQUETÁ|FLORENCIA|PROPIA|18001|CRUZ VERDE FLORENCIA|CARRERA 9 # 17 50 BARRIO 7 DE AGOSTO|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 am a 7:00 pm/ S 8:00 am a 6:00 pm /D 8:00 am a 1:00 pm y de 2:00 pm a 5:00 pm|SI|NO|SI|SI|NO|SI|PBS|NO|NO|SI||5.565425206702009|73.45047498|
800149695|CRUZ VERDE|208|68276_208|SANTANDER|FLORIDABLANCA|PROPIA|68276|CRUZ VERDE CENTRO COMERCIAL CAÑAVERAL|CALLE 30# 25 71 LOCAL 248|PUNTO FÍSICO|NO APLICA|18000910545|L a V 7:00 a.m. a 6:00 p.m. S 8:00 a.m. a 6:00 p.m. /D 9:00 a.m. a 6:00 p.m.|SI|NO|NO|SI|NO|SI|PBS|NO|NO|SI||197406|757947|
892300678|​ETICOS|209|44279_209|LA GUAJIRA|FONSECA|PROPIA|44279|LA ECONOMIA DROGUERIA NO 10082 - D 6089 Y/O DROGAS LA ECONOMIA NO 10082 D6089.|CALLE 14 NO 15-92|PUNTO FÍSICO|NO APLICA|3175385019|L a V 7:30 AM-6:00 PM S 8:00 AM A 5:00 PM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
900057926|MEDICINA Y TECNOLOGIA EN SALUD MYT|210|81300_210|ARAUCA|FORTUL|PROPIA|81300|FARMACIA MYT SEDE FORTUL|CRA 16 # 16 13 B. RAMÍREZ|PUNTO FÍSICO|NO APLICA|3204912893|L a V 7:00am 12:00am 2:00pm 6:00pm S 8:00AM 11:00am|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||211302|758249|5
860007336|COLSUBSIDIO|211|25286_211|CUNDINAMARCA|FUNZA|ALIADA|25286|DROG_COLISEO_FUNZA|CL. 15 # 05 – 07 B/ LA FORTUNA|PUNTO FÍSICO|NO APLICA|018000413624|L a V 7:00am - 7:00pm S 7:00am a 2:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4° 43' 3''|-742094|2
816001182|AUDIFARMA|212|25290_212|CUNDINAMARCA|FUSAGASUGÁ|PROPIA|25290|CAF FUSAGASUGA|CARERRA 6 # 12 20|PUNTO FÍSICO|NO APLICA|18000112554|L a V 6:00AM 6:00 PM S 6:00 AM 12:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|6
800149695|CRUZ VERDE|213|25290_213|CUNDINAMARCA|FUSAGASUGÁ|PROPIA|25290|CRUZ VERDE FUSAGASUGÁ|CALLE 7 Nº. 6 41|PUNTO FÍSICO|NO APLICA|18000910545|L a V 6:00 am 7:00 pm S 7:00 am 6:30 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||306647|75139|
800149695|CRUZ VERDE|214|8296_214|ATLANTICO|GALAPA|ALIADA|8296|DISPENSARIO 3137|CALLE 10 # 19 54|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00am 5:00pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||2.75|75567|
